ปีที่เกิดเหตุ,สายทางหน่วยงาน,รหัสสายทาง,จังหวัด,รถคันที่1,บริเวณที่เกิดเหตุ,มูลเหตุสันนิษฐาน,LATITUDE,LONGITUDE,ผู้เสียชีวิต,รวมจำนวนผู้บาดเจ็บ
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.01520367,100.7021964,0,0
2023,ทางหลวง,3214,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.0665972,100.6827597,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.04173524,100.6981991,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.04811567,100.6981908,0,0
2023,ทางหลวง,1,ปทุมธานี,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.95720368,100.6210964,0,12
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.04811567,100.6981908,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.95365994,100.712826,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.05992353,100.6972584,0,1
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.00757211,100.7050355,0,0
2023,ทางหลวง,9,ปทุมธานี,รถตู้,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.06534964,100.6966616,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.10140636,100.6861795,0,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.04447449,100.6984413,0,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,หลับใน,14.09105782,100.6920241,0,0
2023,ทางหลวง,345,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.97670146,100.5850058,0,0
2023,ทางหลวง,1,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,สถานี/จุดขึ้นลงระบบขนส่งสาธารณะ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.06031356,100.6171852,0,1
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.92885536,100.7070002,0,1
2023,ทางหลวง,9,ปทุมธานี,อื่นๆ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.0518043,100.6980228,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.96459578,100.7130118,0,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.08076995,100.6951086,0,1
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.13399416,100.6681095,0,1
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.92444786,100.7061513,0,2
2023,ทางหลวง,9,ปทุมธานี,อื่นๆ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.10914144,100.6817579,0,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.00848167,100.7072255,0,0
2023,ทางหลวง,9,ปทุมธานี,อื่นๆ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.00801453,100.706268,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.98413202,100.4412174,0,0
2023,ทางหลวง,305,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.01411054,100.7201273,0,2
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.98918377,100.7129373,0,0
2023,ทางหลวง,9,ปทุมธานี,อื่นๆ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.02175651,100.6988798,0,0
2023,ทางหลวง,1,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.08205156,100.6180159,1,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ยางรถยนต์ชำรุด,14.13947443,100.6647179,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.93766879,100.709044,0,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.95637752,100.7126851,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.06626677,100.6965798,0,0
2023,ทางหลวง,3214,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.06361972,100.6192374,0,1
2023,ทางหลวงชนบท,ปท.3035,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน/ที่ราบ,ขับรถเร็วเกินอัตรากำหนด,14.077273,100.89393,1,4
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.96004386,100.7127415,0,1
2023,ทางหลวงชนบท,ปท.3035,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,14.077273,100.89393,1,4
2023,ทางหลวง,9,ปทุมธานี,อื่นๆ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.01229942,100.7036005,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.15458154,100.6562059,0,2
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.99095097,100.7125778,0,0
2023,ทางหลวง,346,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.99672333,100.5747166,0,0
2023,ทางหลวง,1,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.08890691,100.6182719,1,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ยางรถยนต์ชำรุด,14.04538114,100.6981973,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.00703601,100.7050113,0,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.09501077,100.689763,0,1
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.96003861,100.7129424,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.00505033,100.7061419,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.01188564,100.7037789,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.00870678,100.7045218,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.95185081,100.7126006,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.99841131,100.7087852,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.94823054,100.712273,0,1
2023,ทางหลวง,305,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ยางรถยนต์ชำรุด,14.07539588,100.8886071,0,1
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.99684196,100.4477821,0,0
2023,ทางหลวง,9,ปทุมธานี,รถตู้,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.01758482,100.700579,0,0
2023,ทางหลวง,305,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ถนนลื่น (เนื่องจากสภาพอากาศ),14.07631854,100.8912827,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.00568013,100.7056108,0,1
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.91837928,100.7039519,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.93768962,100.7090816,0,1
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.00875883,100.7045192,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.09510702,100.6899481,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.15782468,100.6545831,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.96550745,100.7130257,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.10225181,100.6859408,0,1
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.94735655,100.7121098,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.00763978,100.7046975,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.01009388,100.7036273,0,0
2023,ทางหลวง,1,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.11301344,100.6188521,1,0
2023,ทางหลวง,347,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งปกติ+ที่ราบ,เมาสุรา,14.01478659,100.5500018,0,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.92268145,100.7056484,0,1
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,เมาสุรา,14.01192727,100.7037601,0,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.96732691,100.7128528,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.96549966,100.7128353,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.05537935,100.6976916,0,1
2023,ทางหลวง,3312,ปทุมธานี,อื่นๆ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.94832758,100.7919599,0,0
2023,ทางหลวง,340,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ถนนลื่น (เนื่องจากสภาพอากาศ),14.04310553,100.3423356,0,0
2023,ทางหลวง,346,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งปกติ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.98459593,100.592851,0,0
2023,ทางหลวง,1,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางแยกรูปตัว Y+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.97818638,100.6172961,0,1
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.99337011,100.7112515,0,1
2023,ทางหลวงชนบท,ปท.3025,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน/ที่ราบ,ขับรถเร็วเกินอัตรากำหนด,14.250318,100.883146,1,0
2023,ทางหลวงชนบท,ปท.3025,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,14.250318,100.883146,1,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.00674714,100.7051562,0,1
2023,ทางหลวงชนบท,ปท.3015,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน/ที่ราบ,ขับรถเร็วเกินอัตรากำหนด,14.023826,100.86951,1,0
2023,ทางหลวงชนบท,ปท.3015,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,14.023826,100.86951,1,0
2023,ทางหลวง,352,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.09179308,100.7472019,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.06469659,100.6967515,0,0
2023,ทางหลวง,38,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางยกระดับ+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.98959715,100.6152651,0,2
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.9816021,100.4399085,0,0
2023,ทางหลวง,345,ปทุมธานี,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.97672971,100.5848001,0,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.06175003,100.6970599,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.02443407,100.6984761,1,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.03535419,100.698173,0,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.05630172,100.6976017,0,0
2023,ทางหลวง,1,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.03559536,100.6161461,0,0
2023,การทางพิเศษ,E005S012|U,ปทุมธานี,อื่นๆ,,ขับรถช้าลง,13.984097,100.569594,0,0
2023,ทางหลวง,352,ปทุมธานี,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,หลับใน,14.09106953,100.7471971,0,0
2023,ทางหลวง,305,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.00568013,100.7000962,0,0
2023,การทางพิเศษ,E005S012|U,ปทุมธานี,อื่นๆ,ทางตรง,,13.984097,100.569594,0,0
2023,ทางหลวง,9,ปทุมธานี,อื่นๆ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.10779657,100.6827678,0,0
2023,ทางหลวง,352,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,แซงรถอย่างผิดกฎหมาย,14.06735952,100.747169,0,2
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.99260233,100.7118188,0,0
2023,ทางหลวง,305,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,มีการตัดหน้าระยะกระชั้นชิด,14.06775629,100.8669202,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.94306395,100.7106681,0,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.0209249,100.6991668,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.94734614,100.7121044,0,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,เบรคชำรุด,13.96278089,100.712783,0,0
2023,ทางหลวง,9,ปทุมธานี,รถตู้,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.12842013,100.6711605,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.98464989,100.7131425,0,0
2023,ทางหลวงชนบท,ปท.3017,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน/ที่ราบ,โรคประจำตัว,13.957726,100.685119,1,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.05810743,100.6974462,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.92578339,100.7060373,0,1
2023,ทางหลวงชนบท,ปท.3017,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,โรคประจำตัว,13.957726,100.685119,1,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.11248538,100.6798777,0,1
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.1380361,100.6658484,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.12757217,100.6714113,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.96460555,100.7128192,0,0
2023,ทางหลวงชนบท,ปท.3006,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน/ที่ราบ,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,13.975916,100.776569,1,1
2023,ทางหลวงชนบท,ปท.3006,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,13.975916,100.776569,1,1
2023,ทางหลวงชนบท,ปท.3004,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน/ที่ราบ,การซ่อม/สร้างบนสายทาง,13.965656,100.746496,1,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.98556084,100.7133316,0,0
2023,ทางหลวงชนบท,ปท.3004,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,การซ่อม/สร้างบนสายทาง,13.965656,100.746496,1,0
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.03444301,100.6981963,0,1
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุก 6 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.92264761,100.7056376,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.15855809,100.653926,0,1
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางแยกต่างระดับ / Ramps+ก้นโค้ง,ขับรถไม่ชำนาญ / ไม่เป็น,14.04772181,100.4605106,0,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.95916926,100.712724,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.9192215,100.7043073,0,1
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ยางรถยนต์ชำรุด,13.9280366,100.7065523,0,0
2023,ทางหลวง,1,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.06518374,100.617386,1,3
2023,ทางหลวง,346,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางแยกรูปตัว T+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.99053701,100.5821413,0,0
2023,ทางหลวง,346,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางคนเดินเท้า+ที่ราบ,ยางรถยนต์ชำรุด,13.98732824,100.6091536,0,4
2023,ทางหลวง,9,ปทุมธานี,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.92719572,100.7070726,0,1
2023,ทางหลวง,3214,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.06550315,100.6438127,2,0
2023,ทางหลวง,9,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,13.92221544,100.7052366,0,0
2023,ทางหลวง,9,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.05538715,100.6976835,0,0
2023,ทางหลวง,9,ปทุมธานี,อื่นๆ,ทางตรง+ที่ราบ,ขับรถเร็วเกินอัตราที่กำหนด,14.03353163,100.698196,0,0
